Stock code,Z-SCORE,Share pledge ratio of controlling shareholders,Pledge ratio of limited sale shares,Pledge ratio of unlimited shares,Stock Volatility,P/E ratio,P/B ratio,Stock price rise and fall in the last year,Annual turnover rate,ST,ROA,ROE,changes in net assets,changes in operating income,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Total asset turnover rate (Times),Current ratio,Cash ratio,Asset liability ratio,Asset liability ratio (excluding advance receipts),Asset liability ratio (total liabilities - contract liabilities - advance receipts)/(total assets - goodwill - contract liabilities - advance receipts),Current liabilities/total liabilities,Monetary capital/short-term debt,EBITDA/interest bearing debt,EBIT interest cover,EBITDA interest cover,Net cash flow from operations has been negative for three consecutive years,Average cash income ratio in recent three years,Cash income ratio,Ratio of accounts receivable to operating income,Ratio of prepayments to operating income,Ratio of other receivables to total assets,Ratio of construction in progress to total assets,Minority shareholders' equity/owners' equity,The proportion of goodwill in total assets exceeds,Downgrade or negative,audit opinion ,"Company nature (state owned assets 0, others 1)",High deposit and loan of 90p,Company size (LN),Whether there are four major audits,Proportion of independent directors,Equity checks and balances (2-5 large/1 large),"Two positions in one (1 for the same, 0 for the different)",Equity concentration (the first largest shareholder),Total institutional shareholding ratio,Audit fee,Tobin Q,Debt financing costs,Enterprise age,Goodwill impairment ratio,Asset quality index,SG&A Expense,Number of key audit matters,Number of research institutions concerned,Number of research reports (+1 LN),Financial cycle m2/gdp,IsDefault
X00939,2.369890647,0.653883901,0,0.154888113,25.74181519,266.3360847,1.964992469,-0.208694136,2.370123709,0,0.012616,0.007452,0.988533589,0.098597,0.198675,107.2477,9.5706,3.3188,0.5679,0.01002,0.235831306,0.454963,0.452757988,0.452757988,0.648397,0.379789114,0.201197347,0.9787,5.199149177,0,0.959703333,0.872621,0.107973636,0.010006914,0.003329902,0.026105791,0,0,0,0,1,0,2.631478354,1,0.428571429,1.073327435,0,0.2369,0.464948,60,1.543028878,0.023272176,5.719444444,0,0.954764095,1.051834246,2,0,0,0.028940562,0
X00940,2.513912114,0.497982168,0,0.220757577,55.76424831,28.94121236,1.413733881,0.955764364,8.117729176,0,0.036619,0.048021,1.004889525,-0.078472,0.248362,-7.7045,234.0757,8.73,0.3601,0.020056,0.845842201,0.359517,0.349584626,0.349584626,0.610084,4.130915465,1.578727235,8.0833,14.95549053,0,1.396945333,1.35539,0.004222449,0.004015122,0.006194704,0,0.09047221,0,0,0,0,0,3.957276995,1,0.333333333,0.125679715,1,0.4433,0.481508,60,1.165829922,0.013279407,26.375,0,0.946652071,1.032135559,2,0,0,0.028940562,0
X00941,1.1722351,0.368449326,0,0.151951312,40.65332348,66.18641303,1.261457896,0.143694937,8.030495295,0,0.025498,0.01915,1.011355067,0.003274,0.197235,351.3036,33.7538,0.8806,0.1912,0.007087,0.265535172,0.493444,0.490849445,0.490849445,0.901377,0.306872301,0.16446259,1.836,4.796837747,0,1.675980667,2.849777,0.028394354,0.009252934,0.001993059,0.006236931,0.005027631,0,0,0,1,0,4.172208573,1,0.333333333,0.0348359,1,0.4124,0.417134,90,1.128672772,0.030489902,16.73888889,0,0.946227113,0.896171638,2,0,0,0.048155337,0
X00942,3.823418841,0,0,0,0,0,0,0,0,0,0.293418,0.30556,1.082771164,0.037203,0.441006,-11.8798,544.2425,0,1.515,0.04795,4.226347069,0.192622,0.143392643,0.143919566,0.86443,9650.618415,0,0,0,0,0.999814,0.989077,0.000639006,0.051449406,0.003385311,0,0.017078915,0.00345082,0,0,1,0,1.074631703,1,0.428571429,1.744671327,0,0.314,0,0,0.192622142,-0.063809428,0.811111111,0,0.944397634,1.07283965,2,0,0,-0.059095742,0
X00943,2.357658324,0.698408261,0,0.364641278,38.59045495,14.0266961,1.976620443,0.111447732,1.465630894,0,0.099404,0.13191,0.9271656,0.076543,0.220786,42.2147,7.9003,12.4771,0.5722,0.008565,0.464543656,0.501329,0.404546619,0.496734752,0.581776,2.653533348,0.634682935,13.3843,16.74719562,0,1.112216667,1.137425,0.100330943,0.020429543,0.001220949,0.04643651,0.038232166,0.1554234,0,0,1,0,4.400814834,1,0.428571429,0.998670127,1,0.3761,0.517075,110,1.425974061,0.015357384,28.20277778,-0.000862984,0.942247997,0.97124453,2,0,0,-0.06737798,0
X00944,1.581940248,0.409558766,0,0.194315222,96.90382532,52.39545892,2.481863608,0.838772528,15.21627399,0,0.035358,0.051534,1.034329416,-0.168627,0.192832,60.992,4.0611,3.5255,0.6227,0.009394,0.135464687,0.674153,0.672689599,0.672689599,0.821303,0.280088017,0.331716856,2.2907,6.324625379,0,0.880252667,0.889833,0.260005447,0.009092554,0.016147196,0.027045692,0.007139565,0,0,0,1,0,4.00810079,1,0.333333333,0.119701829,1,0.4745,0.493848,148,1.538344645,0.025757218,10.40277778,0,0.937405551,0.606134914,2,0,0,0.048155337,0
X00945,5.334215482,0.435680972,0.026409562,0.17177563,42.53987821,36.0845999,1.88903058,-0.516757982,4.495401909,0,0.05232,0.052656,1.056613439,0.149712,0.223373,113.841,4.0603,3.879,0.7792,0.035217,0.61825099,0.222516,0.216390404,0.216390404,0.904652,5.048548794,2.507370637,0,0,0,0.973920667,1.121769,0.274763605,0.014208898,0.008249221,0.012921875,0.015291964,0,0,0,1,0,3.351828392,1,0.333333333,0.366169847,0,0.3938,0.439448,140,1.639874823,-0.02568805,21.39722222,0,0.936341638,0.659994612,2,0,0,-0.059095742,0
X00946,21.61495602,0.494539913,0,0.168770833,89.04100151,-241.3748841,5.79630409,0.915752249,6.682570625,0,-0.030746,-0.023819,0.975464279,-0.172558,0.471084,592.6004,0.9538,1.1326,0.2295,0.03901,0.689782706,0.142768,0.134843646,0.134843646,0.879045,9650.618415,0,-11.5641,0,0,1.084369,1.123407,1.052275117,0.02664304,0.00430074,0.005973343,0.020602499,0,0,0,1,0,1.791234746,1,0.428571429,0.569091174,0,0.3412,0.507624,60,5.031732972,0.018460444,4.488888889,0,0.934192096,1.19269459,2,0,0,0.048155337,0
X00947,2.158205351,0.583821669,0,0.256282889,40.3555337,80.02314385,1.758379699,0.19028442,7.037706152,0,0.017053,0.021958,1.023357727,0.096652,0.261552,355.9646,1.6649,1.097,0.3708,0.01749,0.322103874,0.46303,0.436224669,0.436224669,0.958875,1.327662928,0.306539653,6.0504,12.49969366,0,0.880420333,0.889256,0.619533391,0.080056919,0.004244242,0.008840093,0.018533253,0,0,0,1,0,3.086555198,1,0.333333333,0.343683251,1,0.314,0.005715,65,1.383541183,0.007090733,9.925,0,0.929903036,0.947089906,2,0,0,-0.064161221,0
X00948,3.158892579,0.794144477,0.360425317,0.010827745,48.7032095,22.25916079,1.576715059,-0.257844475,4.945556093,0,0.066353,0.086061,1.532990417,0.183924,0.317711,177.6929,2.6393,2.9252,0.4347,0.016679,0.572964283,0.313111,0.309490025,0.43012121,0.956481,1.30289366,0.676219162,7.4934,10.34377424,0,0.730209667,0.768137,0.394529973,0.037035036,0.014029174,0.002968974,-0.002436938,0.278987731,0,0,1,0,3.036991237,1,0.333333333,0.346875923,0,0.4539,0.222873,60,1.402320758,0.020488737,4.416666667,-0.003310885,0.927942784,0.724338906,2,0,0,-0.059095742,0
X00949,6.343512797,0.499999998,0,0.14995001,45.7771535,66.17265147,2.642507894,0.105894627,6.409489552,0,0.033809,0.040116,1.020861652,0.408234,0.084884,93.8173,6.0929,7.283,1.1786,0.023081,0.41721937,0.263424,0.247190322,0.247190322,0.976347,0.760534313,0.774198694,26.3535,70.33441501,0,1.021252333,0.949667,0.215461883,0.019725989,0.00322017,0.019728208,0.000720285,0,0,0,0,0,2.992054183,1,0.333333333,0.529313271,0,0.2999,0.405114,61.48,2.197306101,0.004652327,10.675,0,0.913414485,0.790856656,2,0,0,-0.06737798,0
X00950,0.886055473,0.252037403,0.192890603,0,41.04870948,21.21359252,1.33292699,-0.370350404,4.640578956,0,0.016615,0.058127,1.238046488,0.036311,0.049478,105.5657,3.1824,1.7855,0.6843,0.010285,0.082785915,0.874771,0.866351214,0.866351214,0.887725,0.464267453,0.088696418,1.9889,2.435681083,0,0.925496333,0.946598,0.323769986,0.035404637,0.10379878,0.000100554,0.197730403,0,0,0,0,0,6.5368233,1,0.375,0.159259501,0,0.7653,0.575832,249.8,0.995985039,0.009661926,1.861111111,0,0.911385929,0.963403793,2,0,0,-0.059095742,0
X00951,0.991225409,0,0,0.272076647,35.73736712,91.58514329,123.0950119,-0.189179836,1.919328926,0,0.042104,0.285405,1.371643545,-0.138804,0.331223,1596.5349,1.5358,0.2457,0.1883,0.010302,0.080761017,0.961808,0.956632013,0.956632015,0.986148,0.417826931,0.266324007,1.41,1.531608213,0,0.810723,0.95341,0.553293254,1.292165308,0.002240974,0,-0.557364529,2.36226E-09,0,0,0,0,3.015738161,1,0.363636364,1.650036544,0,0.1707,0.309256,130,2.346929537,0.033262132,7.872222222,0,0.908052043,1.429801255,2,0,0,0.028940562,0
X00952,3.83465025,0,0,0,50.72160027,54.06789661,2.434106133,-0.297810698,7.689380797,0,0.030094,0.044809,1.044233308,0.517941,0.308222,153.9817,1.6286,2.4551,0.4509,0.021448,0.573351279,0.349868,0.347852061,0.39341591,0.972286,2.661888071,0.570449933,143.8906,219.4231807,0,0.533330333,0.499646,0.689981907,0.028866169,0.001558859,0.01755561,0.00091378,0.115457916,0,0,1,0,2.745012453,1,0.5,1.619312266,1,0.1635,0.026174,70,1.88996003,-0.000158804,7,0,0.904718233,0.832698014,2,0,0,0.028940562,0
X00953,26.87296765,0.181776063,0,0.090370025,44.80437044,56.14234163,4.759196109,0.496146872,16.18668728,0,0.084681,0.082035,1.073449281,0.324495,0.649321,484.9178,2.9252,0.8829,0.4365,0.090104,3.366661411,0.096357,0.074765204,0.074765204,0.746232,9650.618415,0,0,0,0,1.160724667,1.139005,0.368355467,0.014870632,0.018397302,0,0,0,0,0,1,0,1.44690453,1,0.428571429,0.186122692,0,0.4972,0.042103,45,4.115837199,-0.016070986,7.280555556,0,0.902260154,1.067551416,2,0,0,-0.064161221,0
X00954,4.246373713,0.986450581,0.06900916,0.355720825,49.80749345,10.4770671,3.718870621,1.052380952,5.423764118,0,0.083642,0.302662,1.059695428,0.02243,0.345098,39.941,3.3822,3.169,0.5071,0.018931,0.552543265,0.352748,0.35089864,0.35089864,0.846886,7.368361092,6.096735229,48.2941,72.77778588,0,0.874899667,1.008362,0.223558089,0.007381368,0.003240469,0.059526517,-0.001008549,0,0,0,1,0,3.296082116,1,0.333333333,0.647875683,0,0.3259,0.405514,75,2.347162838,0.003268613,4.783333333,0,0.899908221,1.069647898,2,0,0,-0.064161221,0
X00955,9.86754286,0.963963316,0,0,44.516861,108.1721605,5.234017264,-0.466694508,3.731067562,0,0.040799,0.049334,1.050581859,0.276252,0.187994,38.1502,6.4391,4.1664,0.5549,0.029592,1.686536731,0.268668,0.259242064,0.259242064,0.991507,9650.618415,0,0,0,0,1.165228,1.120333,0.17823565,0.020323905,0.00736282,0,0,0,0,0,1,0,1.874696928,1,0.428571429,0.531838274,1,0.4268,0.671176,42,4.077529314,-0.005065746,19.70833333,0,0.894259759,0.947974669,2,0,0,0.017310869,0
X00956,11.29713157,0,0,6.54066E-05,49.82079882,12.83412941,2.288039848,-0.618592528,10.41287566,0,0.165899,0.181438,1.16546162,0.026812,0.134329,17.7932,11.3895,28.6024,1.4933,0.047228,1.500918744,0.13929,0.136576705,0.136576705,0.898876,9650.618415,0,2448.4665,3050.393616,0,0.841465,1.007516,0.093574762,0.001765849,0.001931132,0.000480068,0,0,0,0,1,0,2.662708937,1,0.428571429,0.462823451,1,0.4803,0.016148,75,2.001260718,0.001775254,1.955555556,0,0.893278792,0.798118831,2,0,0,-0.059095742,0
X00957,1.62656661,0.999972126,0,0.138933422,26.02797503,15.02029444,1.017889037,0.123508396,2.406872745,0,0.058245,0.068702,1.060961203,-0.002829,0.870896,4160.6478,2.4362,0.0879,0.0368,0.01598,0.874935276,0.419594,0.419363517,0.419363517,0.400165,0.711506239,0.1559868,3.4542,3.574598029,0,1.380639333,1.717589,0.212328908,0.001431361,0.05824513,0,0,0,0,0,1,0,4.16809725,1,0.333333333,1.09420839,0,0.1496,0.313588,55,1.001321407,0.040383141,22.53611111,0,0.893148444,1.550688505,2,0,0,-0.064161221,0
X00958,2.356314275,0.434688298,0,0.078570778,24.10232408,18.93555446,1.053370857,-0.177406731,6.385232477,0,0.044216,0.055866,1.077060574,-0.060069,0.250108,132.0377,4.5479,2.6971,0.4477,0.016286,0.531447935,0.350598,0.347346274,0.391559107,0.696328,0.653828688,0.452762129,6.1045,11.82929622,0,0.703805333,0.800024,0.219827202,0.005698333,0.001403509,0.014239747,0.072766442,0.112352308,0,0,1,0,3.938246861,1,0.333333333,0.384998806,0,0.1619,0.000744,85,0.967339227,0.015795616,12.45833333,0.014224326,0.879241945,0.994940382,2,0,0,0.028940562,0
X00959,1.299238606,0,0,0,0,0,0,0,0,0,0.092676,0.169642,1.146933038,0.079058,0.411618,436.6255,2.1629,0.7675,0.4657,0.015089,0.311812841,0.527546,0.337597012,0.337597012,0.982064,31.30072986,7.281621574,899.2805,1059.181464,0,1.100824667,1.031076,0.499893101,0.004759035,0.016663438,0,0.010169031,0,0,0,1,0,2.453200177,1,0.363636364,0.147678902,0,0.66,0,0,0.527546251,0.000184957,0.258333333,0,0.877843617,0.934938442,2,0,0,-0.064161221,0
X00960,5.076404949,0,0,0.150765455,48.38600059,54.97234547,2.406321159,-0.233363719,10.83819402,0,0.037093,0.044325,1.044280846,0.182398,0.332768,80.7798,7.3192,3.4632,1.0275,0.021328,0.266060019,0.3029,0.293710927,0.305609745,0.988617,9650.618415,0,0,0,0,1.014432,1.099758,0.140692707,0.006241569,0.003421019,0,0,0.038428113,0,0,1,0,2.445627403,1,0.428571429,1.515597148,0,0.1867,0.008922,90,1.965465647,-0.001026261,6.222222222,0,0.877468139,0.866459801,2,0,0,-0.059095742,0
X00961,15.25025449,0,0,0.0714235,73.31041884,65.53299018,5.075409717,-0.191121144,19.37629862,0,0.0684,0.077687,1.023591993,-0.020629,0.276605,56.1971,5.1684,5.2799,0.6293,0.042537,1.903207994,0.182882,0.181802434,0.181802434,0.97663,5.445784931,1.57120719,0,0,0,0.885101333,0.845076,0.213160443,0.01391055,0.005528024,0.00886145,-0.000596117,0,0,0,1,0,1.644167554,1,0.428571429,0.309493822,1,0.5025,0.19205,65,4.293609546,-0.065934886,1.655555556,0,0.866664962,0.888787387,2,0,0,-0.059095742,0
X00962,2.566749292,0.257312287,0,0.138960714,37.33263623,296.493951,1.774852855,-0.271643823,3.919798284,0,0.02393,0.00602,1.026574747,0.013743,0.137692,82.6126,6.4266,4.5213,0.7853,0.012862,0.411322197,0.448762,0.446432538,0.451289318,0.826191,0.497533079,0.226613547,2.0964,5.57714752,0,0.928285667,0.911399,0.168719271,0.006067114,0.010132124,0.017457011,0.045627017,0.010716717,0,0,1,0,2.912447565,1,0.333333333,1.183939901,1,0.2829,0.05546,70,1.385742046,0.027021151,5.197222222,0,0.866211526,0.854244804,2,0,0,0.028940562,0
X00963,-0.127704588,0.513658679,0,0.12841446,40.8454384,-4.329601065,1.62385347,-0.312853595,4.776129706,0,-0.056288,-0.372276,0.693059718,-0.626752,0.272607,-37.6576,89.3201,2.7026,0.4218,0.004035,0.139416546,0.851693,0.794555099,0.794555099,0.889433,0.517613435,-0.007820623,-4.6399,0,0,1.480017333,2.277807,0.012363936,0.033924321,0.025286511,0.003378071,0.022694338,0,0,0,1,0,3.769386802,1,0.444444444,0.497769739,0,0.25,0.374446,75,1.138371656,0.019418553,24.07777778,0,0.86014575,1.093711464,2,0,0,0.048155337,0
X00964,1.907764044,0,0,0.155519971,48.07350824,-10.74281289,2.291014401,-0.355559618,6.507673782,0,-0.116488,-0.222242,0.796381494,-0.111355,0.37202,149.1924,3.187,3.0681,0.4202,0.01125,0.350913187,0.473353,0.446641311,0.453555054,0.865635,0.560694717,-0.351726418,-11.4267,0,0,1.173822,1.132966,0.317790757,0.041362255,0.007112401,0.022307434,0.044189609,0.014507629,0,0,0,0,2.746103626,1,0.333333333,1.30251601,1,0.1659,0.18106,62.5,1.840524837,0.020941111,13.01666667,-0.052040445,0.848365657,1.228764585,2,0,0,0.028940562,0
X00965,0.960472869,0.911139579,0,0.25644583,27.59207302,-5.774571087,1.843767588,-0.204575218,4.295609426,0,-0.131324,-0.354222,0.699879048,-0.032267,0.200605,772.6365,0.967,0.5725,0.1521,0.010829,0.085221992,0.521224,0.51522459,0.51522459,0.883946,0.149211453,-0.464928404,-7.0915,0,0,1.308849333,1.372625,1.007412059,0.066903675,0.019341978,0.027709063,0.001226359,0,0,0,1,0,2.476801961,1,0.4,0.671641413,0,0.2741,0.01075,100,1.709080403,0.040297641,11.68055556,0,0.845703254,1.075783554,2,0,0,0.028940562,0
X00966,3.243769291,0,0,0,34.73183306,42.71287164,1.623868449,-0.114858035,3.545367247,0,0.030125,0.038444,1.041401088,0.064926,0.145667,205.377,3.2699,2.5335,0.75,0.017677,0.173486756,0.350444,0.35025977,0.35025977,0.963298,0.30471155,0.459993525,5.1147,14.78564041,0,1.047488667,1.050105,0.323381505,0.002683699,0.000182973,0.017621299,0.001155598,0,0,0,0,0,2.970203926,1,0.428571429,0.461508032,0,0.29,0.417107,50,1.395227592,0.004409293,4.211111111,0,0.842066468,0.882616484,2,0,0,0.028940562,0
X00967,34.50973104,0.31097687,0,0.150523993,55.3266196,382.2205556,5.093185274,0.627656115,9.888276436,0,0.003309,0.013085,0.975915961,-0.226881,0.246683,184.2931,1.4682,7.2796,0.1864,0.088471,6.734557032,0.083768,0.081762037,0.081762037,0.902317,9650.618415,0,0,0,0,1.417531333,1.646261,0.51885112,0.007213541,0.011342283,0.001702869,0,0,0,0,1,0,1.653727149,1,0.428571429,0.170864166,0,0.484,0.016776,42.4,4.722570763,-0.123614403,8.655555556,0,0.842031918,1.302633189,2,0,0,-0.064161221,0
X00968,2.555355976,0.193913476,0.076770982,0.058621395,29.38154251,32.47728936,2.132920348,-0.032160194,10.24010638,0,0.055649,0.065658,1.053444679,0.285332,0.293754,270.2211,6.1221,1.2435,0.3482,0.012513,0.17991686,0.420233,0.418598254,0.418598254,0.73588,0.27550945,0.337222804,11.0507,18.25205174,0,0.826218333,0.764056,0.199996176,0.016348082,0.005889642,0.194009756,0.00306873,0,0,0,1,0,2.953741271,1,0.5,1.769977153,1,0.2026,0.000669,47,1.623262648,0.015740037,2.583333333,0,0.838183628,0.871679584,2,0,0,-0.06737798,0
X00969,1.380478247,0,0,0.214965434,34.44666766,-9.711508441,6.230338997,-0.444984837,1.5795121,0,-0.211561,-0.615586,0.55071963,-0.32793,-0.074565,338.4756,2.0387,1.621,0.3649,0.008262,0.063734059,0.676797,0.674885251,0.688088385,0.920094,0.102787531,-0.438145745,-8.3546,0,0,1.028309,1.123821,0.401429813,0.077926568,0.019638508,0.001634552,0.087460609,0.019075308,0,0,1,0,1.873002598,1,0.375,1.004985572,0,0.3014,0.315451,50,3.22206558,0.029168144,7.783333333,-0.105729427,0.837672991,1.130756581,2,0,0,0.028940562,0
X00970,-0.744447982,0,0,0,39.80047095,-5.058738345,2.825263562,-0.302485172,0.877149547,0,-0.238019,-0.643908,0.502860702,0.210463,-0.17858,271.7243,4.1163,1.2905,0.3507,0.008042,0.073487636,0.63897,0.591882657,0.591882657,0.981981,0.285157826,-1.450525469,-11.5313,0,0,1.256296,1.559609,0.268623817,0.003543571,0.052002694,0.005467548,0.009898532,0,0,1,0,0,2.506906549,1,0.333333333,1.634161721,1,0.1546,0.463466,90,2.386896934,0.042841343,18.26388889,0,0.833119691,1.34611009,2,0,0,-0.059095742,0
X00971,13.33822372,0.095187166,0,0.061714533,51.23139238,139.5667065,3.719798743,-0.138486064,4.801748244,0,0.025573,0.02702,1.031406339,0.212055,0.193429,67.0399,4.4898,7.6008,0.58,0.039782,2.27139889,0.160092,0.160088779,0.160088779,0.825359,30.71233621,12.85196023,18.2668,52.66506093,0,1.072202,1.002371,0.267644106,0.002669624,0.001288674,0.089764318,0.0069257,0,0,0,1,0,2.027256526,1,0.4,0.603132474,1,0.4125,0.497672,78,3.258195317,0.008400351,4.394444444,0,0.829067831,0.812703259,2,0,0,-0.06737798,0
X00972,2.195341411,0,0,0,0,0,0,0,0,0,0.182208,0.241816,1.274379798,0.246159,0.356156,99.5722,4.3431,3.8622,1.0114,0.017457,0.52782627,0.347704,0.347417775,0.347417775,1,2.010946999,2.224352423,55.4971,67.7768123,0,0.955277,0.912139,0.239568931,0.013166065,0.005974687,0,0,0,0,0,1,0,1.222815814,1,0.428571429,0.59019657,1,0.577821,0,0,0.347703576,0.04939521,0.258333333,0,0.824749271,0.775226924,2,0,0,0.017310869,0
X00973,6.293625616,0.162731098,0,0.084658188,57.98287393,18.4029242,1.647937544,0.004372522,10.65813505,0,0.083977,0.092187,1.087149068,0.027166,0.720652,265.6897,4.1679,1.4623,0.4162,0.02276,0.739610544,0.173209,0.170667877,0.171780231,0.958229,1.210198708,1.973733183,61.8032,79.29025044,0,1.159499333,1.085637,0.25345316,0.004602152,0.005219435,0.002658861,0,0.006455605,0,0,1,0,3.131549075,1,0.428571429,0.205255612,1,0.4213,0.483682,80,1.519647914,0.008061555,12.6,-0.021946659,0.824526119,0.970804113,2,0,0,0.028940562,0
X00974,-0.351073281,0.98574807,0,0.255245328,49.38942863,-1.690389652,0.836141273,-0.486379928,5.906710354,0,-0.177641,-0.673657,0.484276283,-0.323737,0.073172,141.6442,2.373,2.3746,0.4462,0.007376,0.099704576,0.795742,0.794331259,0.890757871,0.828763,0.181420564,-0.26330281,-6.6852,0,0,1.076124,1.257221,0.410239201,0.017954162,0.017758821,0.019564957,-0.000399105,0.107509619,0,0,1,0,4.400282214,1,0.333333333,1.588241703,0,0.1357,0.252116,130,1.148235925,0.036804018,7.366666667,-0.183473136,0.819274059,0.940693444,2,0,0,-0.059095742,0
X00975,2.558867422,0.506198761,0,0.322086394,33.03384369,242.6498557,3.438070641,-0.185504034,3.700342507,0,0.033042,0.013367,1.002514992,-0.083219,0.53415,6517.1153,1.5105,0.056,0.0909,0.045259,0.291233048,0.601827,0.601420088,0.601420088,0.340579,0.359235049,0.064294107,1.184,1.290535417,0,0.725772667,0.476693,0.872525128,0.015448008,0.009755154,0,0.000401298,0,0,0,0,0,2.953946561,1,0.333333333,0.073583057,0,0.6363,0.681668,84.8,1.891132113,0.046354169,10.57222222,0,0.818625804,1.18125202,2,0,0,0.028940562,0
X00976,4.731506267,0.301483082,0,0.068702495,48.98372063,214.4641927,6.193993705,0.070651038,4.956604309,0,0.04052,0.028564,1.0487097,0.310857,0.213889,60.6726,3.1651,4.0061,0.5901,0.017063,0.544029917,0.43613,0.430399551,0.435432042,0.992583,7.905006908,1.961928214,0,0,0,1.054194333,0.866926,0.346425156,0.070304962,0.024411236,0.009987059,0.252452441,0.011441197,0,0,0,0,3.963858545,1,0.444444444,0.980031107,0,0.2279,0.467391,85,2.981486364,-0.001461343,17.49166667,0,0.811955815,0.839908949,2,0,0,0.048155337,0
X00977,6.844307984,0.793988554,0,0.130208333,51.84812161,83.95071547,3.072085347,0.018518519,8.33497175,0,0.042684,0.037259,1.056007868,0.33096,0.052154,21.0762,4.6887,13.8883,0.6246,0.033544,1.699343676,0.237567,0.231874543,0.231874543,0.979432,12.72195449,2.977696694,14.2837,20.04155739,0,0.982783333,0.894351,0.33562734,0.071013739,0.005312266,0.000136828,0.016830384,0,0,0,1,0,2.526818582,1,0.428571429,0.299266648,0,0.164,0.183206,55,2.539056674,0.011507164,20.48611111,0,0.802312968,0.726221899,2,0,0,0.048155337,0
X00978,4.324860124,0.491576227,0,0.148991929,50.17489667,23.93479039,2.096355287,0.787702267,13.37959336,0,0.074755,0.088505,1.065246537,-0.020147,0.220871,99.9737,3.2612,5.3951,0.8692,0.020963,0.59260828,0.306273,0.305003366,0.305003366,0.928385,2.621769273,1.353965413,95.1511,141.5722455,0,0.785563,0.816299,0.309460348,0.006407124,0.000848792,0.034549364,0.107348489,0,0,0,0,0,4.044682494,1,0.333333333,0.241693578,0,0.3031,0.443719,70,1.576902211,-0.003976978,22.23055556,0,0.797232253,1.134092994,2,0,0,-0.064161221,0
X00979,0.168500253,0.5,0,0.211010276,57.15037424,60.97256149,-3.885318037,0.134536847,5.085869392,0,0.053122,0.585225,4.399179763,0.017981,0.059074,39.7223,9.8066,4.8886,0.6565,0.00536,0.14771806,0.97257,0.972034548,0.972034548,0.886634,0.21129694,0.16994522,1.1845,4.385667339,0,1.174909,1.094376,0.085872762,0.067809106,0.019341058,0,0.515516109,0,0,0,0,0,3.978178177,1,0.333333333,1.024770058,0,0.237,0.422021,60,1.336572283,0.026028882,20.59444444,-1.809115394,0.793747429,0.786010691,2,0,0,-0.064161221,0
X00980,2.115348277,0.25270235,0,0.10306354,54.12592265,38.60179023,2.492982657,-0.090348589,16.39753463,0,0.028137,0.066099,1.055603799,0.04,0.146348,84.6286,3.3064,3.3473,0.8119,0.011915,0.15289578,0.615635,0.615348688,0.616244424,0.877209,0.529531628,0.302747143,3.8513,9.009671077,0,0.804610333,0.807562,0.298643168,0.009555457,0.011419642,0.002032014,0.029775196,0.001452458,0,0,1,0,3.364426134,1,0.428571429,0.113684044,0,0.3814,0.027952,100,1.535099728,0.006070248,5.255555556,0,0.789060511,1.065198772,2,0,0,0.028940562,0
X00981,1.672364293,0.52911531,0.01032188,0.143416086,55.59078389,103.734436,2.360850094,0.517666293,6.429976839,0,0.011723,0.023901,1.023139552,0.351445,0.20048,201.4544,3.3811,1.4807,0.5517,0.013133,0.193624541,0.617966,0.55027723,0.633438308,0.928717,1.844010649,0.234461997,2.3431,5.132089319,0,0.84335,0.754398,0.322355508,0.093784759,0.008458871,0.00066231,0.030674788,0.111525314,0,0,1,0,4.122479285,1,0.333333333,2.234747012,1,0.1318,0.366846,72,1.522407933,0.014003229,22.51388889,-0.011336426,0.78763944,0.70204723,2,0,0,0.048155337,0
X00982,3.651723559,0.877887789,0,0,52.56667892,34.00324381,3.792770699,-0.323433875,10.8095064,0,0.077589,0.110233,1.176258537,0.047399,0.482137,173.7705,11.456,2.0622,0.389,0.018351,0.504122419,0.459384,0.447621338,0.650036391,0.485492,0.869735515,0.256948322,7.868,9.93597031,0,1.090444667,1.086443,0.088469365,0.014406441,0.000279657,0.065026314,0,0.304759432,0,0,1,0,2.95957899,1,0.428571429,1.173913043,1,0.3105,0.000847,80,2.333945065,0.019772249,3.416666667,0,0.783993627,0.99280075,2,0,0,0.017310869,0
X00983,4.107594635,0.218169909,0,0.130836485,43.59696929,28.24505037,2.038458195,0.131147541,3.162997669,0,0.063267,0.072671,1.048379877,-0.120876,0.225966,133.7945,3.8363,2.3775,0.45,0.023894,1.109552396,0.281809,0.281129288,0.286246553,0.807619,6.301232972,2.22657643,17.2245,26.15739766,0,0.867315333,0.910239,0.264313237,0.003639092,0.000381335,0.042171228,0.191532626,0.017860221,0,0,1,0,3.002691204,1,0.333333333,0.115555874,0,0.5997,0.60528,45,1.44309794,0.013392815,6.5,0,0.783603783,0.980653383,2,0,0,0.048155337,0
X00984,10.00563649,0.169753086,0,0,90.99327019,44.47676116,4.998732977,1.597132616,15.5093373,0,0.128105,0.148226,2.081914009,0.236671,0.379693,136.3515,3.4728,3.5552,0.7085,0.054503,1.510439286,0.26607,0.257347935,0.257347935,0.538074,6.977456721,0.768542527,167.0809,199.755325,0,1.078683667,1.049539,0.324416527,0.008085668,0.007365633,0.02897511,0.010629077,0,0,0,1,0,1.864601438,1,0.375,1.24537037,1,0.3078,0.000108,50,3.811278654,0.002128685,0.661111111,0,0.740631464,1.044725217,2,0,0,0.017310869,0
